objectnummer,leeftijd,soort,plantjaar,stamdiameter,hoogte,monumentaal,beplantingssituatie,locatie,eigenaar,stadsdeel,lon,lat
1964,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.92431,52.362058
1965,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.924412,52.362077
1966,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.924617,52.362123
1967,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.925321,52.362269
1968,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.925423,52.362296
1969,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.925526,52.362315
1970,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.925643,52.362342
1971,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.92576,52.362361
1972,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.926024,52.362425
1973,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.926112,52.362443
1974,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.926214,52.362461
1975,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.926317,52.36248
1976,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.926449,52.362507
1977,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.9268,52.36258
1978,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.926917,52.362608
1979,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.92702,52.362626
1980,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.924355,52.361942
1981,_30_50,Ulmus minor `Sarniensis`,1973,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.926538,52.362418
1982,_30_50,Ulmus minor `Sarniensis`,1973,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.926713,52.362454
1983,_30_50,Ulmus minor `Sarniensis`,1973,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.926889,52.362491
1984,_30_50,Ulmus minor `Sarniensis`,1973,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.927065,52.362528
1985,_30_50,Ulmus minor `Sarniensis`,1973,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.927226,52.362564
1986,_30_50,Ulmus minor `Sarniensis`,2002,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.925218,52.362251
1987,_30_50,Ulmus minor `Sarniensis`,1969,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.92995,52.363249
1988,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.912252,52.351495
1989,_30_50,Ulmus minor `Sarniensis`,1938,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.913174,52.351831
1990,_30_50,Ulmus minor `Sarniensis`,1948,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.911468,52.352094
1991,_30_50,Ulmus minor `Sarniensis`,1968,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.912155,52.35234
1992,_30_50,Ulmus minor `Sarniensis`,1973,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.912345,52.352412
1993,_30_50,Ulmus minor `Sarniensis`,1978,30-50,,,Bomen in verharding,,Stadsdeel,Oost,4.912726,52.352549
1994,_30_50,Ulmus minor `Sarniensis`,1978,30-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.920793,52.3628
1995,_30_50,Ulmus minor `Sarniensis`,1958,30-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.918015,52.356219
1996,_30_50,Ulmus minor `Sarniensis`,,30-50,,,Bomen in ruw gras / grasbermen,,Stadsdeel,Oost,4.922504,52.360703
1997,_30_50,Ulmus carpinifolia,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.947491,52.363987
1998,_30_50,Ulmus carpinifolia,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.947545,52.364105
1999,_30_50,Ulmus glabra `Exoniensis`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.945651,52.358388
2000,_30_50,Ulmus glabra `Exoniensis`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.945675,52.358432
2001,_30_50,Ulmus glabra `Exoniensis`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.94574,52.358403
2002,_30_50,Ulmus hollandica,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.947505,52.363853
2003,_30_50,Ulmus hollandica,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.947534,52.363902
2004,_30_50,Ulmus hollandica,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.947586,52.363812
2005,_30_50,Ulmus hollandica,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.947603,52.363891
2006,_30_50,Ulmus hollandica,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.947629,52.36384
2007,_30_50,Ulmus hollandica,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.947663,52.363903
2008,_30_50,Ulmus hollandica `Vegeta`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.947741,52.365697
2009,_30_50,Ulmus x hollandia `Groeneveld`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.952979,52.367577
2010,_30_50,Ulmus x hollandica,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.945572,52.360146
2011,_30_50,Ulmus x hollandica `Commelin`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.9457,52.371138
2012,_30_50,Ulmus x hollandica `Commelin`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.946596,52.371297
2013,_30_50,Ulmus x hollandica `Commelin`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.946882,52.371634
2014,_30_50,Ulmus x hollandica `Commelin`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.946993,52.371716
2015,_30_50,Ulmus x hollandica `Commelin`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.947031,52.371589
2016,_30_50,Ulmus x hollandica Vegeta,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.955622,52.366106
2017,_30_50,Ulmus x hollandica Vegeta,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.955696,52.366107
2018,_30_50,Ulmus x hollandica `Vegeta`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.944473,52.365322
2019,_30_50,Ulmus x hollandica `Vegeta`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.948758,52.35828
2020,_30_50,Ulmus x hollandica `Vegeta`,,25-50,,,Bomen in beplanting,,Stadsdeel,Oost,4.949564,52.358386
2021,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.992312,52.361411
2022,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.992355,52.361356
2023,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.992453,52.361348
2024,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.992496,52.361292
2025,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.992596,52.361284
2026,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.992639,52.361229
2027,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.992739,52.361222
2028,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.992782,52.361166
2029,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.992873,52.361162
2030,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.992925,52.361103
2031,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993025,52.361095
2032,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993068,52.36104
2033,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993168,52.361032
2034,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.99321,52.360976
2035,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.99331,52.360969
2036,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993353,52.360913
2037,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993453,52.360905
2038,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993496,52.36085
2039,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993596,52.360842
2040,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993639,52.360786
2041,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993739,52.360779
2042,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993782,52.360723
2043,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993881,52.360716
2044,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.993925,52.36066
2045,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.994023,52.360653
2046,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.994066,52.360597
2047,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.994166,52.36059
2048,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.994209,52.360534
2049,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.994309,52.360526
2050,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.994352,52.360471
2051,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995042,52.360165
2052,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995142,52.360157
2053,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995185,52.360101
2054,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995285,52.360094
2055,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995328,52.360038
2056,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995427,52.36003
2057,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995471,52.359975
2058,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.99557,52.359967
2059,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995614,52.359911
2060,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995713,52.359904
2061,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995756,52.359848
2062,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995856,52.359841
2063,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995898,52.359786
2064,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.995998,52.359778
2065,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996041,52.359722
2066,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996141,52.359714
2067,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996182,52.359657
2068,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996284,52.359647
2069,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996324,52.35959
2070,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996421,52.359578
2071,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996455,52.35952
2072,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996554,52.359506
2073,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996589,52.359449
2074,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996686,52.359436
2075,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996722,52.359377
2076,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996819,52.359364
2077,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996855,52.359307
2078,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996953,52.359294
2079,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.996976,52.359243
2080,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997105,52.359212
2081,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997128,52.359161
2082,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997211,52.359156
2083,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997246,52.359099
2084,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997344,52.359086
2085,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997378,52.359028
2086,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997477,52.359015
2087,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997513,52.358958
2088,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.99761,52.358945
2089,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997645,52.358886
2090,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997744,52.358874
2091,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997778,52.358816
2092,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997877,52.358802
2093,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997911,52.358745
2094,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.997998,52.358739
2095,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998044,52.358675
2096,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998142,52.358661
2097,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998176,52.358604
2098,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998275,52.358591
2099,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998311,52.358532
2100,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998408,52.35852
2101,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998443,52.358462
2102,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998542,52.35845
2103,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998576,52.358391
2104,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998674,52.358378
2105,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998709,52.358321
2106,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998807,52.358308
2107,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998841,52.35825
2108,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998941,52.358238
2109,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.998974,52.35818
2110,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.999574,52.3579
2111,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.999608,52.357842
2112,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.999707,52.35783
2113,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.999741,52.357771
2114,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.99984,52.357759
2115,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.999874,52.357701
2116,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.999972,52.357688
2117,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000007,52.35763
2118,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000105,52.357617
2119,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000141,52.35756
2120,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000238,52.357547
2121,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000273,52.357489
2122,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000372,52.357476
2123,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000406,52.357418
2124,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000505,52.357405
2125,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000539,52.357347
2126,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000637,52.357334
2127,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000672,52.357277
2128,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.00077,52.357263
2129,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000804,52.357206
2130,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000903,52.357193
2131,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.000939,52.357135
2132,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001036,52.357121
2133,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001071,52.357065
2134,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.00117,52.357052
2135,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001204,52.356993
2136,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001302,52.356981
2137,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001337,52.356923
2138,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001435,52.35691
2139,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001497,52.356838
2140,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001596,52.356825
2141,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.00163,52.356767
2142,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001729,52.356754
2143,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001763,52.356696
2144,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001861,52.356683
2145,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.001897,52.356625
2146,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002006,52.356606
2147,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.00203,52.356555
2148,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002128,52.356542
2149,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002163,52.356484
2150,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002261,52.356471
2151,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002295,52.356413
2152,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002394,52.3564
2153,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002428,52.356342
2154,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002526,52.35633
2155,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002561,52.356272
2156,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002659,52.356258
2157,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002695,52.356201
2158,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002792,52.356188
2159,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002828,52.35613
2160,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.002936,52.356111
2161,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.00296,52.35606
2162,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.003059,52.356047
2163,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.003093,52.355988
2164,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.003192,52.355976
2165,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.003226,52.355918
2166,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.003324,52.355905
2167,_30_50,Ulmus `Dodoens`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,5.003359,52.355847
2168,_30_50,Ulmus hollandica `Vegeta`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.948807,52.365987
2169,_30_50,Ulmus hollandica `Vegeta`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.948887,52.365944
2170,_30_50,Ulmus x hollandica,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.948804,52.365099
2171,_30_50,Ulmus x hollandica `Commelin`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.935494,52.369965
2172,_30_50,Ulmus x hollandica `Commelin`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.935563,52.369929
2173,_30_50,Ulmus x hollandica `Commelin`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.935589,52.369962
2174,_30_50,Ulmus x hollandica `Vegeta`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.943372,52.358417
2175,_30_50,Ulmus x hollandica `Vegeta`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.947644,52.365838
2176,_30_50,Ulmus x hollandica `Vegeta`,,25-50,,,Bomen in gras,,Stadsdeel,Oost,4.947722,52.365788
2177,_30_50,Ulmus carpinifolia,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.940009,52.35841
2178,_30_50,Ulmus carpinifolia,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.940342,52.358484
2179,_30_50,Ulmus carpinifolia,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.940524,52.35849
2180,_30_50,Ulmus carpinifolia,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.94162,52.363481
2181,_30_50,Ulmus carpinifolia,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.943261,52.363413
2182,_30_50,Ulmus carpinifolia,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.943484,52.363382
2183,_30_50,Ulmus carpinifolia Sarniensis,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.933979,52.365322
2184,_30_50,Ulmus carpinifolia Sarniensis,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.93458,52.365139
2185,_30_50,Ulmus carpinifolia Sarniensis,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.934742,52.365093
2186,_30_50,Ulmus carpinifolia Sarniensis,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.934928,52.364852
2187,_30_50,Ulmus carpinifolia Sarniensis,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.935143,52.364347
2188,_30_50,Ulmus carpinifolia Sarniensis,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.935876,52.364765
2189,_30_50,Ulmus carpinifolia Sarniensis,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.936843,52.364648
2190,_30_50,Ulmus carpinifolia Sarniensis,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.939308,52.363921
2191,_30_50,Ulmus `Clusius`,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.936414,52.364358
2192,_30_50,Ulmus Columella,,25-50,,,Bomen in verharding,,Stadsdeel,Oost,4.942005,52.36358
